5585816;RUSSIAN FEDERATION;FK1884396965;360;360;3;3,509606702;01.01.1995;09.09.2012;21.05.2021;;;;;;;USD;
5585927;RUSSIAN FEDERATION;FK1023372163;360;360;3;4,887844283;04.09.2011;09.09.2012;04.12.2028;;;;;;;USD;
5586197;RUSSIAN FEDERATION;FK1382220383;360;360;3;3,324911901;05.01.2008;09.09.2012;02.02.2037;;;;;;;USD;
5586241;RUSSIAN FEDERATION;FK1823230538;360;360;3;2,709953526;23.05.1989;09.09.2012;24.05.2024;;;;;;;USD;
5586274;RUSSIAN FEDERATION;FK1016017834;360;360;3;4,64145383;07.11.2012;09.09.2012;30.07.2017;;;;;;;USD;
5586301;RUSSIAN FEDERATION;FK8876988165;360;360;3;4,556862176;03.11.2006;09.09.2012;16.02.2015;;;;;;;USD;
5586755;RUSSIAN FEDERATION;FK783509272,;360;360;3;4,567128444;28.12.2010;09.09.2012;26.10.2026;;;;;;;USD;
5586946;RUSSIAN FEDERATION;FK1012151816;360;360;3;4,457369583;17.03.2007;09.09.2012;11.01.2014;;;;;;;USD;
5586951;RUSSIAN FEDERATION;FK2436691636;360;360;3;3,60129063;04.09.1996;09.09.2012;17.07.2037;;;;;;;USD;
5586956;RUSSIAN FEDERATION;FK7454578543;360;360;3;4,383839734;17.07.2003;09.09.2012;10.10.2020;;;;;;;USD;
5586981;RUSSIAN FEDERATION;FK6469810308;360;360;3;4,42045742;05.10.1996;09.09.2012;21.12.2020;;;;;;;USD;
5587353;RUSSIAN FEDERATION;FK6774845211;360;360;3;3,004078897;30.08.2000;09.09.2012;14.08.2015;;;;;;;USD;
5587377;RUSSIAN FEDERATION;FK8366418609;360;360;3;4,356901559;02.11.1998;09.09.2012;27.04.2026;;;;;;;USD;
5587389;RUSSIAN FEDERATION;FK1741585674;360;360;3;2,20287179;09.01.1992;09.09.2012;16.12.2025;;;;;;;USD;
5587430;RUSSIAN FEDERATION;FK3865495352;360;360;3;4,916737936;01.05.2002;09.09.2012;15.06.2015;;;;;;;USD;
5587583;RUSSIAN FEDERATION;FK7832254127;360;360;3;3,027718445;30.01.1991;09.09.2012;20.02.2018;;;;;;;USD;
5587600;RUSSIAN FEDERATION;FK3710147067;360;360;3;3,978075417;08.03.2004;09.09.2012;26.04.2015;;;;;;;USD;
5587616;RUSSIAN FEDERATION;FK8197626347;360;360;3;2,920154407;09.02.2007;09.09.2012;05.12.2017;;;;;;;USD;
5588030;RUSSIAN FEDERATION;FK8159941467;360;360;3;2,610678312;22.09.2010;09.09.2012;18.02.2036;;;;;;;USD;
5588147;RUSSIAN FEDERATION;FK7583549583;360;360;3;4,545146277;07.01.2002;09.09.2012;04.06.2016;;;;;;;USD;
5588431;RUSSIAN FEDERATION;FK7346919598;360;360;3;3,213381733;08.03.1996;09.09.2012;12.08.2036;;;;;;;USD;
5588528;RUSSIAN FEDERATION;FK55729191,5;360;360;3;2,537557184;19.01.1989;09.09.2012;24.06.2033;;;;;;;USD;
5588588;RUSSIAN FEDERATION;FK9461532905;360;360;3;3,452700285;28.06.2005;09.09.2012;23.01.2034;;;;;;;USD;
5588626;RUSSIAN FEDERATION;FK1965095315;360;360;3;3,470917876;17.01.2003;09.09.2012;03.04.2030;;;;;;;USD;
5588753;RUSSIAN FEDERATION;FK2661792426;360;360;3;3,140921067;14.05.2009;09.09.2012;05.07.2022;;;;;;;USD;
5588812;RUSSIAN FEDERATION;FK62557642,6;360;360;3;3,255484787;05.02.1986;09.09.2012;14.03.2017;;;;;;;USD;
5588860;RUSSIAN FEDERATION;FK5665002634;360;360;3;4,18520544;07.02.1989;09.09.2012;28.07.2029;;;;;;;USD;
5588969;RUSSIAN FEDERATION;FK5436593398;360;360;3;3,30459201;04.01.2002;09.09.2012;09.11.2025;;;;;;;USD;
5589075;RUSSIAN FEDERATION;FK1364062336;360;360;3;3,082470202;28.04.1992;09.09.2012;02.07.2036;;;;;;;USD;
5589102;RUSSIAN FEDERATION;FK2804367628;360;360;3;3,285925779;15.04.1989;09.09.2012;27.04.2013;;;;;;;USD;
5589217;RUSSIAN FEDERATION;FK2081682431;360;360;3;4,329154792;23.04.1990;09.09.2012;11.11.2019;;;;;;;USD;
5589476;RUSSIAN FEDERATION;FK5549851275;360;360;3;4,441349655;16.05.2003;09.09.2012;09.08.2029;;;;;;;USD;
5589703;RUSSIAN FEDERATION;FK6639587573;360;360;3;4,38622526;11.07.1988;09.09.2012;15.03.2015;;;;;;;USD;
5589773;RUSSIAN FEDERATION;FK1505867358;360;360;3;3,536069936;06.01.1994;09.09.2012;28.10.2037;;;;;;;USD;
5577263;RUSSIAN FEDERATION;FK4072877856;360;360;3;4,292387228;21.01.2009;09.09.2012;10.12.2034;;;;;;;USD;
5577307;RUSSIAN FEDERATION;FK3356872251;360;360;3;2,825475432;16.04.2008;09.09.2012;19.01.2040;;;;;;;USD;
5577427;RUSSIAN FEDERATION;FK6790107999;360;360;3;2,096616218;21.01.1999;09.09.2012;10.02.2036;;;;;;;USD;
5577495;RUSSIAN FEDERATION;FK8636145648;360;360;3;3,453978946;06.03.1996;09.09.2012;10.06.2015;;;;;;;USD;
5577673;RUSSIAN FEDERATION;FK4424891533;360;360;3;4,440593949;12.02.2008;09.09.2012;13.07.2032;;;;;;;USD;
5578088;RUSSIAN FEDERATION;FK38916928,4;360;360;3;3,858515355;28.12.1996;09.09.2012;18.07.2027;;;;;;;USD;
5578156;RUSSIAN FEDERATION;FK2590947700;360;360;3;2,160651276;13.10.2007;09.09.2012;07.02.2030;;;;;;;USD;
5578230;RUSSIAN FEDERATION;FK1609558866;360;360;3;2,811459634;08.05.2000;09.09.2012;27.02.2020;;;;;;;USD;
5578265;RUSSIAN FEDERATION;FK7035174172;360;360;3;2,212744783;29.12.1990;09.09.2012;20.09.2034;;;;;;;USD;
5578376;RUSSIAN FEDERATION;FK9737348586;360;360;3;4,779339927;25.04.2009;09.09.2012;20.03.2015;;;;;;;USD;
5578536;RUSSIAN FEDERATION;FK4777765399;360;360;3;4,689768825;13.12.1990;09.09.2012;06.11.2034;;;;;;;USD;
5578567;RUSSIAN FEDERATION;FK8624899230;360;360;3;4,162703944;26.09.2009;09.09.2012;28.10.2024;;;;;;;USD;
5578866;RUSSIAN FEDERATION;FK269932517,;360;360;3;4,265638677;13.08.2002;09.09.2012;17.03.2038;;;;;;;USD;
5579021;RUSSIAN FEDERATION;FK827037286,;360;360;3;3,136082608;11.06.1994;09.09.2012;15.09.2024;;;;;;;USD;
5579035;RUSSIAN FEDERATION;FK2555198715;360;360;3;2,326297024;23.10.1999;09.09.2012;04.11.2021;;;;;;;USD;
5579149;RUSSIAN FEDERATION;FK9229088653;360;360;3;3,927581629;09.04.1989;09.09.2012;16.11.2019;;;;;;;USD;
5579401;RUSSIAN FEDERATION;FK1128815005;360;360;3;4,560130863;07.05.2000;09.09.2012;18.11.2025;;;;;;;USD;
5579672;RUSSIAN FEDERATION;FK2355467660;360;360;3;2,269851794;17.07.1991;09.09.2012;14.11.2013;;;;;;;USD;
5579764;RUSSIAN FEDERATION;FK6255481971;360;360;3;4,221069006;09.01.2001;09.09.2012;17.10.2016;;;;;;;USD;
5579882;RUSSIAN FEDERATION;FK4225528520;360;360;3;3,533183595;30.12.2011;09.09.2012;16.12.2020;;;;;;;USD;
5579947;RUSSIAN FEDERATION;FK8421419365;360;360;3;3,228407992;02.04.1995;09.09.2012;05.02.2037;;;;;;;USD;
2227;RUSSIAN FEDERATION;XS0114288789;360;360;5;5;31.03.2000;12.09.2009;31.03.2030;2;цена;RUSSIA 5 03/31/30;25.08.2000;1;1;USD;
8199;RUSSIAN FEDERATION;RU0001337966;360;360;3;3;14.05.1996;12.09.2009;14.05.2006;1;цена;RUSSIA 3 05/14/06;14.05.1996;10000;10000;USD;
2228;RUSSIAN FEDERATION;RU0001087983;360;360;3;3;14.11.1999;12.09.2009;14.11.2007;2;цена;RUSSIA 3 11/14/07;01.02.2000;1000;1000;USD;
11229;RUSSIAN FEDERATION;US928564AB98;360;360;0;0;06.10.1997;12.09.2009;15.12.2015;2;цена;RUSSIA 0 12/15/15;02.12.1997;250000;1;USD;
10589;RUSSIAN FEDERATION;US783064AK42;360;360;3;3;14.05.1993;12.09.2009;14.05.2006;1;цена;RUSSIA 3 05/14/06;;1;1;USD;
10590;RUSSIAN FEDERATION;RU0001342198;360;360;3;3;14.05.1996;12.09.2009;14.05.2011;1;цена;RUSSIA 3 05/14/11;14.05.1996;10000;10000;USD;
2222;RUSSIAN FEDERATION;XS0089372063;360;360;8,75;8,75;24.07.1998;12.09.2009;24.07.2005;2;цена;RUSSIA 8 3/4 07/24/05;24.07.1998;1000;1000;USD;
2223;RUSSIAN FEDERATION;XS0077745163;360;360;10;10;26.06.1997;12.09.2009;26.06.2007;2;цена;RUSSIA 10 06/26/07;26.06.1997;10000;1000;USD;
2224;RUSSIAN FEDERATION;XS0114295560;360;360;8,25;8,25;31.03.2000;12.09.2009;31.03.2010;2;цена;RUSSIA 8 1/4 03/31/10;25.08.2000;1;1;USD;
2225;RUSSIAN FEDERATION;XS0089375249;360;360;11;11;24.07.1998;12.09.2009;24.07.2018;2;цена;RUSSIA 11 07/24/18;24.07.1998;1000;1000;USD;
2226;RUSSIAN FEDERATION;XS0088543193;360;360;12,75;12,75;24.06.1998;12.09.2009;24.06.2028;2;цена;RUSSIA 12 3/4 06/24/28;24.06.1998;10000;1000;USD;
10959;RUSSIAN FEDERATION;RU0004146083;360;360;3;3;14.05.1993;12.09.2009;14.05.2008;1;цена;RUSSIA 3 05/14/08;14.05.1993;1000;1000;USD;
5577040;RUSSIAN FEDERATION;FK3680996852;360;360;3;3,338180616;08.05.1990;09.09.2012;21.05.2037;;;;;;;USD;
5580039;US TREASURY N/B;FK3159364933;360;360;3;2,001441147;18.03.1990;09.09.2012;20.08.2014;;;;;;;USD;
5580065;US TREASURY N/B;FK1722572238;360;360;3;2,304199334;16.08.2003;09.09.2012;13.08.2026;;;;;;;USD;
5580087;US TREASURY N/B;FK2630146612;360;360;3;2,131690106;14.06.2011;09.09.2012;27.08.2014;;;;;;;USD;
5580089;US TREASURY N/B;FK4754987665;360;360;3;4,731357245;28.05.2002;09.09.2012;06.03.2020;;;;;;;USD;
5580099;US TREASURY N/B;FK8145456705;360;360;3;2,270367417;10.04.2011;09.09.2012;21.01.2038;;;;;;;USD;
5580110;US TREASURY N/B;FK1462166899;360;360;3;4,161019379;13.11.1993;09.09.2012;31.10.2030;;;;;;;USD;
5580190;US TREASURY N/B;FK8631491489;360;360;3;3,194036376;14.02.2008;09.09.2012;20.08.2028;;;;;;;USD;
5580239;US TREASURY N/B;FK8643231865;360;360;3;4,343610677;14.12.1990;09.09.2012;13.03.2024;;;;;;;USD;
5580246;US TREASURY N/B;FK8546963861;360;360;3;3,60421406;06.03.1992;09.09.2012;26.04.2034;;;;;;;USD;
5580266;US TREASURY N/B;FK2561314283;360;360;3;4,390897657;10.03.1989;09.09.2012;18.04.2021;;;;;;;USD;
5580444;US TREASURY N/B;FK9598071354;360;360;3;4,213623459;05.01.1988;09.09.2012;08.09.2029;;;;;;;USD;
5580514;US TREASURY N/B;FK3594178271;360;360;3;3,096133576;10.02.1991;09.09.2012;19.10.2033;;;;;;;USD;
5580614;US TREASURY N/B;FK533723118,;360;360;3;2,581415873;28.01.2005;09.09.2012;15.06.2031;;;;;;;USD;
5580924;US TREASURY N/B;FK4679056710;360;360;3;4,308744535;06.05.1986;09.09.2012;08.02.2021;;;;;;;USD;
5581031;US TREASURY N/B;FK9315570986;360;360;3;4,856452634;12.08.2012;09.09.2012;30.08.2030;;;;;;;USD;
5581147;US TREASURY N/B;FK4251908672;360;360;3;2,031659949;27.08.1992;09.09.2012;02.11.2014;;;;;;;USD;
5581209;US TREASURY N/B;FK7682939587;360;360;3;3,149780465;15.07.1997;09.09.2012;02.11.2028;;;;;;;USD;
5581241;US TREASURY N/B;FK7546030613;360;360;3;2,427008919;01.11.1994;09.09.2012;19.08.2031;;;;;;;USD;
5581259;US TREASURY N/B;FK4745460432;360;360;3;4,12289957;03.12.1995;09.09.2012;21.10.2024;;;;;;;USD;
5581306;US TREASURY N/B;FK1662165201;360;360;3;2,23620575;23.10.2009;09.09.2012;08.04.2034;;;;;;;USD;
5581330;US TREASURY N/B;FK2732892481;360;360;3;4,975796456;15.07.2005;09.09.2012;28.03.2025;;;;;;;USD;
5581355;US TREASURY N/B;FK4019170879;360;360;3;3,107003722;29.03.2005;09.09.2012;06.07.2038;;;;;;;USD;
5581508;US TREASURY N/B;FK1727940593;360;360;3;4,193927432;28.09.2012;09.09.2012;23.06.2016;;;;;;;USD;
5581551;US TREASURY N/B;FK4753893515;360;360;3;3,553828981;17.12.1996;09.09.2012;26.12.2032;;;;;;;USD;
5581585;US TREASURY N/B;FK2506776628;360;360;3;2,816594584;15.08.1999;09.09.2012;15.09.2037;;;;;;;USD;
5581598;US TREASURY N/B;FK3012152998;360;360;3;4,335594075;14.06.2004;09.09.2012;28.05.2025;;;;;;;USD;
5581610;US TREASURY N/B;FK5564232402;360;360;3;2,483611121;03.09.1986;09.09.2012;23.03.2026;;;;;;;USD;
5581715;US TREASURY N/B;FK1737978940;360;360;3;4,72481797;17.12.2011;09.09.2012;10.01.2017;;;;;;;USD;
5581750;US TREASURY N/B;FK3172272069;360;360;3;2,756884388;12.08.1995;09.09.2012;10.12.2017;;;;;;;USD;
5581760;US TREASURY N/B;FK6381770817;360;360;3;4,317501483;18.02.1995;09.09.2012;17.01.2024;;;;;;;USD;
5581775;US TREASURY N/B;FK1556650965;360;360;3;4,366502578;08.11.1991;09.09.2012;04.11.2015;;;;;;;USD;
5581791;US TREASURY N/B;FK3830451555;360;360;3;4,262730992;24.03.2007;09.09.2012;08.04.2023;;;;;;;USD;
5581792;US TREASURY N/B;FK4542385233;360;360;3;3,389270729;09.06.2002;09.09.2012;31.12.2013;;;;;;;USD;
5581890;US TREASURY N/B;FK6389596072;360;360;3;4,184853673;12.10.2002;09.09.2012;02.12.2022;;;;;;;USD;
5582000;US TREASURY N/B;FK7665168695;360;360;3;4,406733439;30.07.1989;09.09.2012;02.04.2024;;;;;;;USD;
5582044;US TREASURY N/B;FK4604394052;360;360;3;2,869946141;10.08.2010;09.09.2012;03.08.2025;;;;;;;USD;
5582082;US TREASURY N/B;FK625088205,;360;360;3;4,364304588;04.10.1994;09.09.2012;18.11.2038;;;;;;;USD;
5582178;US TREASURY N/B;FK790415393,;360;360;3;2,380664975;31.01.1990;09.09.2012;20.08.2027;;;;;;;USD;
5582180;US TREASURY N/B;FK9067707536;360;360;3;3,416545988;11.04.1995;09.09.2012;28.01.2034;;;;;;;USD;
5582228;US TREASURY N/B;FK5903396529;360;360;3;3,688804045;17.11.1986;09.09.2012;11.02.2036;;;;;;;USD;
5582264;US TREASURY N/B;FK7169893460;360;360;3;2,492412521;11.11.1985;09.09.2012;14.04.2017;;;;;;;USD;
5582282;US TREASURY N/B;FK2252920078;360;360;3;2,708585338;31.05.1991;09.09.2012;06.02.2017;;;;;;;USD;
5582561;US TREASURY N/B;FK4527921965;360;360;3;2,830683403;02.07.2001;09.09.2012;29.09.2028;;;;;;;USD;
5582564;US TREASURY N/B;FK7072885389;360;360;3;2,733850915;08.11.1987;09.09.2012;08.10.2013;;;;;;;USD;
5582601;US TREASURY N/B;FK8745209941;360;360;3;3,327934259;21.02.1995;09.09.2012;26.06.2024;;;;;;;USD;
5582617;US TREASURY N/B;FK3443907585;360;360;3;2,342456873;13.05.1989;09.09.2012;11.05.2029;;;;;;;USD;
5582665;US TREASURY N/B;FK8478382746;360;360;3;3,513083829;13.03.1992;09.09.2012;14.09.2023;;;;;;;USD;
5582773;US TREASURY N/B;FK1057432836;360;360;3;2,236021988;30.09.2004;09.09.2012;21.02.2030;;;;;;;USD;
5582943;US TREASURY N/B;FK990125744,;360;360;3;2,393275166;14.03.1995;09.09.2012;14.02.2026;;;;;;;USD;
5582955;US TREASURY N/B;FK6896563731;360;360;3;3,253369509;26.02.2007;09.09.2012;26.12.2013;;;;;;;USD;
5582962;US TREASURY N/B;FK4810567825;360;360;3;4,297075998;04.02.1989;09.09.2012;27.11.2026;;;;;;;USD;
5582971;US TREASURY N/B;FK4148070624;360;360;3;3,362866391;05.09.2010;09.09.2012;26.11.2036;;;;;;;USD;
5583030;US TREASURY N/B;FK4167322276;360;360;3;4,853027923;21.05.2007;09.09.2012;03.10.2020;;;;;;;USD;
5583057;US TREASURY N/B;FK5916142604;360;360;3;4,330149359;23.02.1999;09.09.2012;01.07.2017;;;;;;;USD;
5583067;US TREASURY N/B;FK7065387403;360;360;3;3,881634285;26.03.1994;09.09.2012;01.11.2036;;;;;;;USD;
5583128;US TREASURY N/B;FK3774056765;360;360;3;2,185290459;20.11.1992;09.09.2012;03.02.2022;;;;;;;USD;
5583152;US TREASURY N/B;FK700291096,;360;360;3;4,199956614;07.02.2006;09.09.2012;26.02.2031;;;;;;;USD;
5583166;US TREASURY N/B;FK9629440068;360;360;3;4,209689833;07.01.1991;09.09.2012;11.03.2019;;;;;;;USD;
5583168;US TREASURY N/B;FK9951150436;360;360;3;3,423419867;08.10.1989;09.09.2012;26.08.2026;;;;;;;USD;
5583248;US TREASURY N/B;FK6509242211;360;360;3;2,121861505;09.10.1995;09.09.2012;06.04.2038;;;;;;;USD;
5583355;US TREASURY N/B;FK31940074,4;360;360;3;4,148517366;11.10.2007;09.09.2012;10.01.2014;;;;;;;USD;
5583420;US TREASURY N/B;FK9960584418;360;360;3;4,301318854;21.12.1998;09.09.2012;09.01.2016;;;;;;;USD;
5583605;US TREASURY N/B;FK4470050086;360;360;3;4,132941484;29.10.2009;09.09.2012;16.01.2035;;;;;;;USD;
5583770;US TREASURY N/B;FK2484476652;360;360;3;2,101867185;27.02.1993;09.09.2012;26.01.2019;;;;;;;USD;
5583809;US TREASURY N/B;FK299803473,;360;360;3;2,162915369;08.12.1995;09.09.2012;29.09.2035;;;;;;;USD;
5583929;US TREASURY N/B;FK9063655231;360;360;3;4,63601351;22.08.2008;09.09.2012;18.10.2035;;;;;;;USD;
5583961;US TREASURY N/B;FK4469375052;360;360;3;3,472005072;03.10.1993;09.09.2012;09.10.2025;;;;;;;USD;
5584060;US TREASURY N/B;FK8165987138;360;360;3;3,847164353;28.01.1987;09.09.2012;23.06.2036;;;;;;;USD;
5584133;US TREASURY N/B;FK8687687525;360;360;3;3,730844284;25.01.2006;09.09.2012;05.04.2024;;;;;;;USD;
5584162;US TREASURY N/B;FK3162122009;360;360;3;4,871686814;01.12.1988;09.09.2012;15.10.2027;;;;;;;USD;
5584422;US TREASURY N/B;FK9240245558;360;360;3;4,056086776;10.04.1997;09.09.2012;26.10.2033;;;;;;;USD;
5584433;US TREASURY N/B;FK8116796185;360;360;3;2,432406161;27.08.2011;09.09.2012;04.12.2024;;;;;;;USD;
5584455;US TREASURY N/B;FK7751866280;360;360;3;2,199090415;28.08.1988;09.09.2012;12.04.2026;;;;;;;USD;
5584494;US TREASURY N/B;FK2031202268;360;360;3;4,438691448;31.08.1997;09.09.2012;16.09.2019;;;;;;;USD;
5584662;US TREASURY N/B;FK9621898982;360;360;3;4,84292276;28.10.1999;09.09.2012;10.06.2016;;;;;;;USD;
5584677;US TREASURY N/B;FK6343188129;360;360;3;2,465481793;01.11.1987;09.09.2012;05.10.2023;;;;;;;USD;
5584725;US TREASURY N/B;FK973615767,;360;360;3;4,70343047;05.10.1999;09.09.2012;11.11.2021;;;;;;;USD;
5584769;US TREASURY N/B;FK9894525824;360;360;3;2,804487237;24.06.2006;09.09.2012;31.12.2013;;;;;;;USD;
5584788;US TREASURY N/B;FK2600759417;360;360;3;3,676783238;21.09.1995;09.09.2012;16.05.2038;;;;;;;USD;
5584850;US TREASURY N/B;FK8949525820;360;360;3;4,765861159;10.08.1993;09.09.2012;23.02.2034;;;;;;;USD;
5584869;US TREASURY N/B;FK2944404966;360;360;3;2,144486608;11.11.2001;09.09.2012;24.03.2031;;;;;;;USD;
5584871;US TREASURY N/B;FK6480413593;360;360;3;2,649484596;22.11.2009;09.09.2012;20.07.2035;;;;;;;USD;
5584931;US TREASURY N/B;FK4442219618;360;360;3;3,208251518;20.09.2007;09.09.2012;13.08.2036;;;;;;;USD;
5585101;US TREASURY N/B;FK9329475235;360;360;3;2,684755548;22.09.1987;09.09.2012;06.06.2033;;;;;;;USD;
5585295;US TREASURY N/B;FK7441639336;360;360;3;4,244450491;08.10.2001;09.09.2012;25.08.2035;;;;;;;USD;
5585414;US TREASURY N/B;FK5030083845;360;360;3;3,492247975;14.08.2006;09.09.2012;16.03.2037;;;;;;;USD;
5585417;US TREASURY N/B;FK3188283973;360;360;3;2,581132037;11.03.2005;09.09.2012;08.02.2029;;;;;;;USD;
5585456;US TREASURY N/B;FK2801984279;360;360;3;3,318719906;20.08.1997;09.09.2012;08.12.2019;;;;;;;USD;
5585537;US TREASURY N/B;FK1631234772;360;360;3;2,325999759;03.04.1991;09.09.2012;10.11.2028;;;;;;;USD;
5585546;US TREASURY N/B;FK9410051190;360;360;3;3,553792836;23.06.2002;09.09.2012;28.07.2024;;;;;;;USD;
5585596;US TREASURY N/B;FK7609772207;360;360;3;2,826127498;24.11.2010;09.09.2012;10.01.2029;;;;;;;USD;
5585651;US TREASURY N/B;FK8515785918;360;360;3;2,176511506;11.07.2000;09.09.2012;01.04.2024;;;;;;;USD;
5585751;US TREASURY N/B;FK8578441226;360;360;3;4,080466556;03.03.1997;09.09.2012;04.10.2023;;;;;;;USD;
5585789;US TREASURY N/B;FK6077096395;360;360;3;4,065442815;29.06.2002;09.09.2012;22.09.2037;;;;;;;USD;
5585868;US TREASURY N/B;FK1832898961;360;360;3;4,328169376;18.03.2009;09.09.2012;02.12.2019;;;;;;;USD;
5585949;US TREASURY N/B;FK8471278492;360;360;3;2,391325726;19.11.1996;09.09.2012;26.02.2033;;;;;;;USD;
5585993;US TREASURY N/B;FK9399865782;360;360;3;4,556035814;31.10.1994;09.09.2012;29.06.2023;;;;;;;USD;
5586095;US TREASURY N/B;FK3609376170;360;360;3;3,806852131;30.03.1993;09.09.2012;19.04.2038;;;;;;;USD;
5586119;US TREASURY N/B;FK857884763,;360;360;3;3,435445135;06.02.2006;09.09.2012;12.02.2036;;;;;;;USD;
5586381;US TREASURY N/B;FK371056719,;360;360;3;3,208318384;04.09.1996;09.09.2012;02.08.2017;;;;;;;USD;
5586479;US TREASURY N/B;FK6735688424;360;360;3;4,980714382;05.05.1995;09.09.2012;27.09.2032;;;;;;;USD;
5586555;US TREASURY N/B;FK3042823181;360;360;3;3,765678187;02.06.2000;09.09.2012;10.01.2026;;;;;;;USD;
